-100,-100,-63,-67,-50,1
-63,-100,-66,-66,-52,1
-60,-84,-67,-66,-52,1
-59,-100,-64,-66,-51,1
-68,-85,-62,-60,-44,1
-59,-78,-61,-62,-53,1
-55,-100,-58,-57,-50,1
-70,-81,-65,-58,-56,1
-64,-79,-66,-73,-49,1
-67,-81,-62,-69,-43,1
-65,-100,-57,-66,-45,1
-58,-100,-59,-68,-41,1
-66,-100,-69,-67,-40,1
-68,-83,-74,-67,-40,1
-65,-84,-64,-63,-44,1
-60,-79,-62,-62,-43,1
-63,-87,-59,-64,-43,1
-66,-100,-65,-62,-51,1
-58,-100,-51,-66,-41,1
-62,-82,-73,-69,-48,1
-57,-79,-62,-68,-59,1
-62,-100,-66,-70,-56,1
-57,-81,-63,-60,-59,1
-50,-100,-58,-60,-41,1
-57,-100,-54,-62,-50,1
-58,-77,-58,-68,-46,1
-63,-80,-50,-61,-51,1
-66,-76,-57,-72,-48,1
-60,-81,-65,-68,-43,1
-56,-74,-57,-68,-49,1
-59,-85,-51,-63,-60,1
-55,-79,-54,-67,-41,1
-53,-77,-59,-62,-45,1
-55,-77,-63,-62,-44,1
-61,-75,-63,-71,-49,1
-63,-100,-62,-69,-46,1
-56,-76,-65,-69,-46,1
-60,-81,-58,-71,-43,1
-69,-76,-72,-70,-41,1
-68,-79,-65,-70,-36,1
-74,-81,-59,-68,-40,1
-55,-78,-55,-64,-43,1
-55,-100,-54,-55,-34,1
-54,-83,-50,-58,-27,1
-53,-76,-59,-63,-26,1
-54,-78,-64,-65,-28,1
-56,-77,-67,-61,-29,1
-53,-80,-57,-59,-29,1
-53,-78,-66,-66,-30,1
-53,-100,-62,-68,-23,1
-55,-100,-57,-69,-22,1
-52,-100,-58,-64,-23,1
-62,-85,-59,-62,-37,1
-55,-83,-53,-57,-48,1
-56,-81,-54,-59,-52,1
-59,-100,-53,-55,-59,1
-64,-74,-57,-64,-55,1
-66,-100,-65,-58,-45,1
-62,-83,-62,-58,-44,1
-56,-83,-49,-64,-56,1
-56,-74,-55,-67,-46,1
-56,-85,-64,-65,-54,1
-56,-78,-59,-64,-55,1
-54,-77,-58,-67,-57,1
-55,-73,-62,-63,-55,1
-57,-72,-69,-70,-45,1
-73,-81,-67,-58,-45,1
-65,-80,-61,-60,-55,1
-65,-84,-64,-65,-38,1
-65,-79,-59,-74,-40,1
-64,-80,-50,-59,-47,1
-64,-78,-52,-68,-44,1
-70,-84,-64,-64,-53,1
-58,-75,-73,-70,-48,1
-57,-76,-70,-62,-55,1
-58,-78,-89,-64,-50,1
-62,-78,-65,-68,-63,1
-55,-76,-63,-73,-62,1
-53,-84,-57,-64,-50,1
-57,-80,-56,-67,-42,1
-54,-83,-58,-58,-49,1
-57,-100,-63,-62,-38,1
-63,-80,-53,-100,-37,1
-56,-82,-63,-66,-46,1
-54,-100,-63,-69,-45,1
-59,-79,-60,-67,-42,1
-56,-78,-69,-64,-47,1
-57,-78,-66,-65,-45,1
-68,-100,-59,-74,-50,1
-65,-84,-64,-60,-50,1
-61,-88,-62,-62,-52,1
-60,-85,-66,-64,-51,1
-62,-100,-63,-65,-59,1
-68,-100,-69,-60,-48,1
-56,-100,-68,-62,-51,1
-58,-80,-64,-65,-63,1
-63,-83,-65,-62,-52,1
-56,-100,-52,-64,-40,1
-68,-75,-52,-62,-39,1
-57,-78,-52,-63,-51,1
-54,-100,-50,-67,-53,1
-66,-79,-55,-66,-68,1
-55,-100,-49,-63,-51,1
-58,-81,-50,-72,-49,1
-63,-79,-55,-67,-43,1
-64,-77,-57,-64,-44,1
-65,-92,-51,-75,-51,1
-64,-89,-60,-65,-40,1
-61,-88,-56,-62,-42,1
-73,-81,-53,-66,-44,1
-54,-84,-46,-57,-42,1
-66,-100,-48,-67,-38,1
-58,-92,-52,-59,-40,1
-53,-100,-57,-58,-33,1
-59,-79,-47,-60,-43,1
-64,-80,-51,-63,-41,1
-59,-100,-55,-62,-50,1
-53,-78,-52,-60,-52,1
-65,-85,-73,-61,-51,1
-59,-75,-63,-66,-50,1
-58,-83,-65,-67,-48,1
-58,-76,-65,-61,-51,1
-64,-77,-62,-64,-45,1
-61,-80,-69,-64,-50,1
-58,-82,-62,-64,-47,1
-60,-83,-59,-66,-43,1
-69,-79,-63,-62,-39,1
-100,-100,-54,-66,-44,1
-63,-79,-63,-63,-39,1
-64,-76,-68,-63,-38,1
-64,-81,-65,-64,-52,1
-55,-80,-65,-72,-45,1
-57,-63,-68,-66,-44,1
-53,-80,-66,-65,-40,1
-55,-69,-70,-64,-42,1
-51,-67,-62,-71,-51,1
-61,-73,-68,-78,-53,1
-64,-72,-68,-73,-49,1
-59,-71,-68,-71,-69,1
-60,-100,-67,-100,-63,1
-54,-82,-58,-67,-48,1
-66,-87,-75,-70,-45,1
-53,-100,-45,-57,-42,1
-57,-73,-56,-63,-43,1
-53,-100,-54,-66,-54,1
-65,-80,-63,-61,-44,1
-67,-75,-65,-60,-44,1
-56,-73,-55,-61,-43,1
-66,-73,-61,-65,-46,1
-64,-100,-61,-68,-47,1
-65,-76,-66,-63,-50,1
-65,-86,-63,-67,-49,1
-66,-76,-74,-67,-48,1
-66,-75,-67,-63,-43,1
-60,-82,-54,-61,-38,1
-61,-84,-56,-67,-40,1
-56,-82,-52,-66,-39,1
-58,-80,-50,-66,-48,1
-61,-77,-44,-57,-45,1
-69,-78,-72,-58,-43,1
-61,-80,-59,-53,-51,1
-66,-72,-50,-64,-36,1
-67,-78,-61,-64,-51,1
-66,-77,-65,-67,-46,1
-56,-76,-62,-61,-44,1
-62,-80,-57,-68,-43,1
-59,-75,-59,-76,-53,1
-63,-75,-51,-62,-48,1
-60,-76,-62,-65,-49,1
-62,-77,-63,-66,-53,1
-57,-76,-54,-64,-49,1
-67,-81,-66,-64,-39,1
-69,-76,-55,-65,-55,1
-69,-80,-69,-64,-53,1
-69,-78,-73,-70,-59,1
-71,-100,-54,-64,-53,1
-66,-82,-57,-68,-58,1
-60,-83,-56,-69,-39,1
-57,-76,-63,-69,-44,1
-57,-76,-66,-69,-44,1
-65,-73,-64,-65,-51,1
-59,-74,-62,-66,-40,1
-64,-74,-63,-66,-45,1
-56,-75,-59,-66,-43,1
-58,-76,-62,-73,-42,1
-60,-76,-64,-64,-47,1
-60,-77,-69,-65,-59,1
-58,-76,-67,-65,-47,1
-58,-75,-71,-67,-47,1
-59,-75,-70,-66,-49,1
-60,-74,-70,-66,-49,1
-66,-76,-60,-64,-49,1
-61,-77,-70,-61,-45,1
-62,-76,-69,-65,-45,1
-64,-100,-72,-73,-47,1
-58,-100,-72,-63,-46,1
-66,-73,-71,-66,-46,1
-64,-73,-71,-66,-46,1
-60,-76,-71,-65,-46,1
-59,-71,-68,-64,-45,1
-59,-76,-65,-64,-43,1
-57,-76,-63,-62,-44,1
-59,-100,-65,-64,-48,1
-58,-78,-68,-61,-48,1
-62,-76,-67,-65,-48,1
-62,-79,-71,-65,-47,1
-63,-79,-66,-63,-47,1
-58,-79,-67,-65,-48,1
-63,-76,-71,-63,-47,1
-57,-77,-67,-62,-46,1
-60,-78,-66,-66,-48,1
-58,-77,-65,-66,-47,1
-59,-78,-68,-75,-48,1
-62,-79,-67,-66,-54,1
-62,-75,-60,-72,-54,1
-74,-73,-54,-62,-41,1
-64,-75,-53,-60,-51,1
-66,-76,-58,-61,-46,1
-57,-73,-54,-60,-46,1
-55,-76,-56,-65,-42,1
-57,-79,-54,-64,-45,1
-62,-100,-55,-65,-53,1
-65,-75,-53,-63,-43,1
-59,-76,-55,-59,-40,1
-75,-79,-50,-65,-44,1
-69,-75,-51,-58,-43,1
-73,-77,-53,-64,-39,1
-63,-70,-59,-62,-37,1
-61,-100,-64,-63,-41,1
-58,-72,-57,-60,-43,1
-63,-77,-55,-65,-42,1
-63,-76,-60,-100,-39,1
-60,-77,-64,-67,-39,1
-58,-80,-64,-71,-40,1
-60,-76,-65,-69,-41,1
-59,-75,-64,-68,-41,1
-64,-81,-63,-67,-44,1
-62,-77,-56,-68,-54,1
-58,-80,-65,-65,-57,1
-57,-77,-59,-62,-48,1
-55,-76,-64,-63,-48,1
-85,-76,-62,-62,-52,1
-56,-79,-50,-68,-51,1
-73,-78,-55,-66,-49,1
-56,-77,-57,-62,-42,1
-56,-79,-58,-68,-51,1
-68,-82,-56,-69,-42,1
-65,-77,-63,-67,-44,1
-72,-76,-65,-67,-47,1
-58,-78,-58,-69,-44,1
-62,-77,-58,-68,-45,1
-62,-75,-58,-69,-44,1
-63,-77,-59,-68,-45,1
-68,-76,-57,-65,-46,1
-61,-75,-57,-69,-45,1
-67,-77,-60,-69,-47,1
-66,-75,-71,-100,-48,1
-65,-75,-59,-68,-45,1
-68,-80,-57,-66,-40,1
-62,-67,-56,-63,-43,1
-64,-74,-61,-65,-42,1
-57,-71,-66,-66,-50,1
-58,-70,-60,-66,-42,1
-59,-70,-58,-65,-51,1
-59,-73,-57,-65,-48,1
-60,-72,-57,-63,-45,1
-59,-71,-59,-67,-47,1
-61,-70,-70,-65,-48,1
-59,-73,-82,-66,-45,1
-57,-100,-66,-65,-41,1
-55,-76,-56,-69,-52,1
-57,-77,-55,-66,-46,1
-56,-80,-56,-64,-42,1
-55,-77,-54,-60,-44,1
-56,-100,-59,-68,-42,1
-57,-73,-58,-67,-41,1
-56,-71,-57,-67,-46,1
-56,-70,-64,-70,-46,1
-62,-73,-65,-65,-40,1
-58,-71,-55,-63,-39,1
-59,-72,-57,-66,-40,1
-59,-70,-58,-67,-37,1
-63,-78,-62,-62,-40,1
-64,-75,-56,-61,-42,1
-63,-75,-58,-66,-37,1
-63,-76,-54,-66,-39,1
-58,-72,-54,-63,-42,1
-67,-76,-59,-65,-39,1
-100,-72,-60,-70,-44,1
-66,-75,-60,-63,-40,1
-68,-76,-60,-61,-41,1
-62,-78,-60,-63,-39,1
-60,-80,-63,-62,-43,1
-63,-81,-58,-61,-49,1
-63,-82,-60,-74,-48,1
-66,-78,-58,-66,-51,1
-61,-72,-57,-63,-53,1
-63,-100,-55,-62,-40,1
-56,-82,-63,-67,-45,1
-62,-74,-56,-59,-43,1
-54,-71,-62,-69,-64,2
-53,-66,-65,-71,-66,2
-54,-67,-68,-67,-67,2
-55,-67,-66,-68,-66,2
-54,-73,-68,-100,-72,2
-55,-63,-66,-68,-57,2
-51,-71,-63,-66,-58,2
-53,-65,-67,-57,-57,2
-55,-68,-65,-59,-62,2
-47,-68,-64,-63,-74,2
-52,-69,-71,-64,-51,2
-47,-72,-63,-66,-53,2
-55,-67,-61,-100,-57,2
-55,-71,-61,-73,-49,2
-53,-70,-59,-68,-50,2
-49,-68,-63,-66,-56,2
-52,-67,-67,-64,-53,2
-66,-70,-56,-61,-52,2
-67,-71,-56,-64,-51,2
-53,-70,-63,-66,-62,2
-64,-60,-75,-60,-73,2
-55,-65,-64,-64,-61,2
-51,-74,-71,-68,-59,2
-56,-73,-57,-73,-56,2
-52,-67,-57,-72,-64,2
-51,-70,-60,-74,-100,2
-49,-71,-63,-65,-53,2
-52,-70,-67,-66,-67,2
-48,-68,-55,-61,-56,2
-51,-67,-57,-67,-58,2
-52,-74,-55,-62,-53,2
-62,-65,-58,-67,-57,2
-48,-66,-56,-60,-54,2
-46,-81,-57,-58,-54,2
-45,-69,-57,-60,-50,2
-44,-65,-59,-61,-51,2
-43,-74,-58,-67,-59,2
-52,-85,-58,-58,-52,2
-65,-83,-58,-59,-55,2
-48,-72,-59,-63,-51,2
-55,-66,-56,-61,-55,2
-59,-100,-63,-64,-52,2
-59,-72,-59,-59,-54,2
-54,-70,-57,-57,-56,2
-51,-68,-54,-64,-49,2
-50,-69,-59,-63,-55,2
-54,-70,-56,-60,-51,2
-53,-71,-54,-60,-50,2
-52,-71,-54,-69,-57,2
-51,-73,-54,-63,-63,2
-51,-59,-59,-65,-58,2
-59,-64,-71,-69,-60,2
-57,-68,-64,-66,-65,2
-51,-68,-61,-63,-63,2
-52,-70,-59,-65,-57,2
-51,-79,-60,-62,-56,2
-47,-71,-69,-61,-58,2
-52,-63,-63,-68,-58,2
-52,-71,-64,-84,-52,2
-53,-72,-69,-58,-55,2
-51,-69,-58,-63,-54,2
-75,-69,-64,-69,-54,2
-55,-67,-63,-65,-51,2
-55,-59,-61,-70,-58,2
-53,-54,-64,-70,-56,2
-66,-68,-64,-61,-50,2
-50,-100,-63,-61,-50,2
-48,-75,-59,-61,-61,2
-57,-100,-48,-64,-60,2
-65,-75,-47,-66,-57,2
-66,-77,-46,-73,-62,2
-58,-87,-60,-100,-54,2
-55,-82,-52,-63,-50,2
-65,-73,-45,-63,-55,2
-53,-72,-50,-62,-59,2
-48,-72,-50,-65,-62,2
-57,-73,-71,-65,-53,2
-51,-70,-70,-66,-60,2
-52,-70,-79,-68,-55,2
-52,-65,-61,-78,-52,2
-61,-66,-57,-60,-51,2
-48,-66,-64,-70,-58,2
-53,-68,-55,-61,-59,2
-52,-68,-56,-56,-62,2
-50,-72,-57,-56,-63,2
-50,-70,-54,-57,-56,2
-51,-67,-55,-56,-58,2
-51,-70,-58,-61,-62,2
-51,-74,-56,-57,-63,2
-49,-70,-52,-57,-58,2
-49,-72,-67,-57,-55,2
-51,-71,-62,-70,-56,2
-53,-73,-57,-70,-55,2
-55,-72,-63,-66,-59,2
-49,-76,-58,-74,-54,2
-47,-76,-65,-64,-54,2
-52,-70,-65,-74,-67,2
-50,-72,-74,-61,-60,2
-50,-68,-61,-62,-58,2
-59,-68,-56,-65,-70,2
-50,-67,-60,-61,-61,2
-48,-74,-58,-60,-53,2
-56,-71,-60,-59,-62,2
-48,-68,-60,-60,-63,2
-56,-64,-65,-62,-56,2
-51,-68,-61,-63,-57,2
-51,-65,-63,-60,-52,2
-54,-63,-62,-64,-57,2
-51,-73,-63,-68,-59,2
-54,-74,-53,-66,-52,2
-52,-69,-61,-66,-53,2
-52,-66,-58,-59,-59,2
-50,-74,-57,-61,-55,2
-68,-75,-71,-64,-51,2
-61,-75,-66,-62,-58,2
-55,-80,-56,-60,-52,2
-58,-100,-58,-56,-53,2
-52,-100,-57,-57,-52,2
-51,-81,-58,-57,-55,2
-50,-77,-55,-55,-64,2
-55,-100,-67,-100,-51,2
-53,-72,-68,-59,-52,2
-55,-74,-60,-65,-49,2
-59,-60,-61,-100,-51,2
-50,-69,-62,-66,-49,2
-56,-70,-66,-66,-61,2
-52,-100,-63,-62,-63,2
-47,-68,-56,-63,-50,2
-46,-100,-58,-64,-53,2
-48,-67,-60,-63,-53,2
-54,-74,-51,-61,-51,2
-54,-74,-64,-100,-58,2
-53,-81,-66,-65,-50,2
-66,-80,-65,-62,-52,2
-53,-79,-57,-63,-44,2
-53,-80,-66,-61,-45,2
-50,-100,-67,-72,-49,2
-52,-100,-61,-68,-53,2
-100,-76,-57,-64,-59,2
-56,-63,-63,-72,-57,2
-64,-56,-93,-68,-63,2
-62,-54,-63,-72,-53,2
-51,-66,-68,-61,-52,2
-54,-73,-59,-64,-58,2
-51,-71,-65,-64,-49,2
-59,-69,-58,-64,-67,2
-54,-69,-58,-60,-64,2
-58,-74,-65,-72,-58,2
-62,-68,-57,-100,-76,2
-49,-69,-61,-61,-66,2
-53,-69,-58,-59,-54,2
-51,-68,-56,-60,-63,2
-51,-65,-55,-68,-67,2
-44,-66,-55,-66,-51,2
-55,-67,-57,-62,-59,2
-56,-68,-56,-100,-60,2
-52,-64,-55,-68,-75,2
-53,-67,-60,-66,-58,2
-51,-66,-56,-67,-64,2
-57,-66,-60,-63,-61,2
-55,-70,-59,-55,-50,2
-59,-79,-68,-69,-55,2
-59,-72,-66,-67,-60,2
-56,-72,-68,-59,-49,2
-48,-76,-58,-65,-60,2
-47,-77,-60,-67,-56,2
-53,-70,-64,-68,-54,2
-52,-73,-77,-62,-63,2
-55,-78,-64,-64,-54,2
-60,-71,-58,-58,-52,2
-53,-74,-58,-67,-62,2
-52,-87,-58,-62,-64,2
-51,-72,-53,-64,-58,2
-63,-79,-59,-57,-53,2
-53,-76,-58,-58,-61,2
-51,-74,-59,-61,-57,2
-56,-72,-72,-71,-76,2
-51,-76,-61,-80,-66,2
-54,-100,-63,-68,-61,2
-62,-74,-62,-67,-55,2
-62,-75,-55,-66,-54,2
-57,-75,-55,-61,-50,2
-50,-67,-56,-58,-61,2
-51,-79,-60,-57,-63,2
-54,-75,-56,-59,-57,2
-52,-70,-54,-56,-59,2
-54,-77,-52,-60,-54,2
-55,-73,-57,-60,-56,2
-54,-88,-57,-62,-55,2
-66,-71,-61,-60,-52,2
-49,-67,-55,-67,-56,2
-53,-65,-56,-62,-51,2
-52,-77,-55,-62,-49,2
-51,-71,-55,-61,-53,2
-54,-75,-55,-61,-52,2
-54,-75,-57,-59,-51,2
-54,-83,-54,-61,-58,2
-53,-72,-52,-66,-54,2
-51,-72,-48,-63,-55,2
-55,-77,-46,-61,-54,2
-56,-100,-48,-61,-50,2
-55,-79,-54,-67,-55,2
-57,-70,-48,-60,-56,2
-54,-67,-49,-60,-56,2
-55,-72,-49,-60,-55,2
-57,-69,-51,-64,-52,2
-55,-75,-62,-59,-52,2
-51,-67,-58,-64,-52,2
-54,-70,-71,-63,-58,2
-51,-69,-58,-59,-58,2
-47,-74,-53,-57,-59,2
-78,-71,-65,-100,-60,2
-55,-71,-64,-100,-53,2
-54,-66,-63,-61,-66,2
-49,-69,-61,-66,-49,2
-52,-71,-61,-68,-51,2
-50,-68,-63,-65,-51,2
-49,-69,-51,-63,-62,2
-54,-74,-50,-57,-55,2
-56,-75,-49,-62,-58,2
-53,-74,-45,-64,-54,2
-54,-78,-47,-61,-57,2
-52,-69,-54,-64,-55,2
-61,-71,-51,-60,-53,2
-56,-79,-52,-58,-53,2
-51,-71,-55,-58,-54,2
-55,-74,-55,-59,-51,2
-52,-100,-54,-59,-51,2
-52,-70,-52,-59,-52,2
-58,-75,-50,-66,-54,2
-54,-78,-53,-67,-55,2
-49,-66,-58,-66,-56,2
-69,-67,-56,-64,-57,2
-59,-71,-54,-58,-58,2
-55,-68,-55,-60,-56,2
-48,-73,-67,-59,-55,2
-62,-73,-54,-61,-55,2
-48,-67,-46,-68,-58,2
-59,-67,-49,-57,-59,2
-51,-73,-59,-61,-54,2
-54,-66,-58,-58,-53,2
-50,-73,-49,-61,-63,2
-51,-78,-52,-64,-70,2
-52,-66,-47,-61,-60,2
-53,-78,-60,-65,-53,2
-57,-72,-65,-68,-50,2
-55,-74,-76,-67,-53,2
-48,-64,-68,-65,-54,2
-53,-64,-57,-100,-51,2
-61,-64,-57,-65,-50,2
-50,-64,-59,-61,-57,2
-51,-63,-67,-58,-55,2
-51,-64,-60,-59,-51,2
-50,-63,-57,-59,-54,2
-52,-63,-59,-63,-54,2
-53,-64,-61,-63,-57,2
-52,-63,-61,-64,-56,2
-53,-100,-63,-69,-55,2
-54,-64,-62,-67,-60,2
-54,-64,-62,-64,-57,2
-51,-65,-57,-59,-52,2
-51,-73,-61,-57,-47,2
-48,-70,-63,-70,-57,2
-48,-70,-55,-69,-55,2
-51,-69,-57,-66,-56,2
-50,-69,-59,-64,-62,2
-55,-66,-69,-60,-54,2
-54,-68,-60,-65,-54,2
-53,-63,-62,-64,-60,2
-51,-70,-57,-100,-56,2
-53,-69,-65,-65,-54,2
-51,-64,-62,-64,-57,2
-51,-69,-59,-66,-56,2
-51,-72,-58,-62,-57,2
-51,-70,-59,-64,-54,2
-51,-71,-62,-61,-59,2
-50,-70,-64,-63,-59,2
-49,-66,-60,-64,-56,2
-50,-69,-63,-62,-60,2
-50,-70,-61,-63,-56,2
-53,-69,-60,-65,-56,2
-53,-69,-62,-62,-53,2
-50,-72,-60,-63,-54,2
-48,-67,-55,-61,-55,2
-47,-67,-59,-64,-59,2
-53,-66,-64,-68,-64,2
-51,-67,-66,-64,-63,2
-51,-69,-67,-61,-62,2
-50,-67,-62,-66,-64,2
-49,-66,-68,-64,-64,2
-48,-66,-64,-60,-65,2
-54,-74,-65,-62,-59,2
-58,-100,-60,-62,-57,2
-60,-100,-67,-60,-64,2
-56,-83,-64,-60,-66,2
-56,-82,-62,-58,-60,2
-59,-100,-63,-58,-66,2
-55,-83,-62,-58,-68,2
-58,-78,-64,-59,-69,2
-57,-79,-64,-60,-65,2
-62,-100,-55,-61,-53,3
-55,-72,-54,-60,-50,3
-54,-100,-51,-59,-54,3
-55,-100,-52,-60,-53,3
-53,-76,-61,-58,-56,3
-58,-100,-54,-56,-51,3
-55,-76,-54,-60,-52,3
-55,-100,-61,-61,-54,3
-54,-69,-55,-56,-53,3
-55,-69,-56,-60,-51,3
-49,-68,-53,-65,-54,3
-55,-100,-53,-63,-55,3
-52,-68,-49,-66,-65,3
-53,-67,-53,-64,-58,3
-55,-73,-54,-75,-61,3
-63,-74,-51,-59,-54,3
-54,-69,-61,-64,-52,3
-53,-70,-64,-57,-53,3
-55,-73,-57,-59,-60,3
-62,-100,-64,-64,-50,3
-58,-71,-54,-58,-56,3
-52,-74,-54,-58,-63,3
-55,-68,-52,-60,-50,3
-64,-74,-58,-57,-52,3
-67,-68,-58,-57,-51,3
-54,-72,-62,-67,-48,3
-52,-100,-57,-66,-53,3
-54,-71,-58,-60,-63,3
-56,-73,-66,-67,-57,3
-49,-69,-50,-68,-53,3
-55,-100,-55,-58,-60,3
-60,-100,-56,-68,-49,3
-55,-72,-59,-54,-45,3
-61,-100,-47,-57,-45,3
-63,-72,-52,-58,-58,3
-60,-100,-57,-56,-58,3
-58,-100,-54,-55,-59,3
-55,-76,-54,-59,-54,3
-55,-74,-61,-57,-52,3
-59,-69,-57,-55,-55,3
-53,-100,-57,-56,-64,3
-58,-77,-57,-60,-54,3
-66,-73,-58,-53,-50,3
-57,-81,-50,-59,-53,3
-53,-78,-52,-58,-54,3
-64,-79,-59,-56,-61,3
-63,-100,-52,-56,-57,3
-61,-100,-48,-51,-54,3
-61,-72,-52,-63,-53,3
-54,-100,-66,-64,-49,3
-56,-72,-51,-55,-45,3
-61,-73,-51,-55,-54,3
-56,-73,-47,-70,-51,3
-57,-100,-58,-53,-44,3
-55,-66,-51,-64,-45,3
-56,-68,-62,-57,-43,3
-56,-75,-65,-61,-45,3
-54,-73,-59,-58,-52,3
-50,-74,-59,-64,-65,3
-51,-75,-57,-62,-54,3
-52,-72,-54,-56,-53,3
-57,-74,-57,-60,-65,3
-52,-75,-64,-58,-51,3
-51,-72,-53,-55,-50,3
-46,-73,-55,-52,-54,3
-49,-70,-47,-52,-53,3
-51,-75,-47,-54,-53,3
-51,-69,-57,-58,-50,3
-60,-77,-55,-58,-53,3
-64,-73,-57,-60,-53,3
-55,-69,-61,-63,-58,3
-55,-70,-57,-60,-72,3
-63,-69,-59,-56,-55,3
-52,-66,-54,-59,-53,3
-50,-69,-53,-56,-55,3
-52,-69,-54,-58,-52,3
-55,-69,-55,-55,-64,3
-55,-70,-55,-56,-58,3
-55,-71,-53,-56,-62,3
-50,-68,-63,-63,-56,3
-53,-73,-57,-58,-61,3
-50,-100,-66,-55,-56,3
-54,-77,-58,-58,-66,3
-50,-73,-53,-58,-61,3
-64,-71,-63,-66,-62,3
-53,-100,-57,-57,-64,3
-59,-71,-100,-60,-63,3
-53,-75,-58,-55,-58,3
-51,-75,-57,-56,-66,3
-50,-70,-55,-56,-59,3
-61,-100,-59,-61,-56,3
-48,-72,-56,-54,-57,3
-49,-73,-55,-59,-69,3
-51,-76,-62,-58,-59,3
-48,-71,-59,-57,-63,3
-50,-69,-52,-58,-54,3
-53,-76,-52,-59,-56,3
-52,-67,-52,-70,-56,3
-52,-100,-76,-58,-50,3
-47,-79,-54,-52,-50,3
-51,-79,-49,-54,-47,3
-51,-80,-64,-54,-65,3
-49,-80,-50,-53,-50,3
-52,-83,-49,-52,-47,3
-53,-81,-50,-53,-49,3
-51,-78,-50,-50,-47,3
-48,-100,-48,-54,-47,3
-50,-81,-50,-52,-53,3
-53,-73,-63,-64,-55,3
-48,-76,-59,-56,-47,3
-55,-74,-55,-61,-47,3
-52,-71,-65,-59,-48,3
-53,-100,-57,-57,-51,3
-50,-83,-53,-56,-52,3
-57,-100,-57,-63,-52,3
-50,-76,-53,-60,-50,3
-57,-82,-59,-61,-46,3
-51,-78,-52,-52,-49,3
-53,-100,-62,-60,-54,3
-52,-75,-59,-71,-60,3
-52,-70,-54,-54,-57,3
-55,-74,-53,-56,-50,3
-49,-73,-64,-55,-59,3
-52,-72,-54,-57,-56,3
-54,-73,-54,-56,-55,3
-53,-72,-55,-54,-55,3
-55,-77,-55,-53,-55,3
-60,-75,-53,-55,-54,3
-56,-100,-58,-56,-57,3
-57,-81,-55,-56,-57,3
-56,-81,-58,-58,-54,3
-54,-76,-55,-62,-51,3
-52,-76,-54,-55,-50,3
-56,-75,-66,-64,-48,3
-59,-80,-58,-59,-48,3
-58,-70,-54,-64,-46,3
-64,-81,-52,-62,-48,3
-64,-74,-54,-60,-49,3
-62,-70,-59,-60,-45,3
-54,-100,-58,-62,-45,3
-50,-72,-50,-51,-55,3
-52,-72,-55,-52,-58,3
-53,-69,-56,-52,-56,3
-52,-71,-59,-51,-55,3
-52,-76,-57,-54,-52,3
-56,-69,-53,-54,-54,3
-52,-77,-57,-56,-55,3
-55,-80,-57,-55,-62,3
-54,-77,-59,-51,-57,3
-53,-100,-55,-54,-54,3
-52,-80,-55,-56,-59,3
-64,-75,-66,-55,-54,3
-55,-74,-57,-57,-64,3
-61,-70,-54,-63,-65,3
-48,-76,-53,-56,-49,3
